StudentID,Name,Age,Gender,Program,GPA,StudyHours,SleepHours,ExerciseHours,SocialMediaHours,MoodLevel,StressLevel,AttendanceRate (%),LetterGrade,SleepScore,ExerciseScore,MoodScore,StressScore,SocialMediaScore,StudyScore,WellbeingScore
1075,Karen,25,F,Artificial Intelligence,2.78,16.0,4.0,6.0,1,3,10,84.28,C+,0.4444444444444444,0.8571428571428571,0.3,0.0,0.875,0.8,48.78174603174604
1076,Jennifer,28,F,Networking,3.28,7.0,5.0,3.0,1,4,9,66.06,B+,0.5555555555555556,0.42857142857142855,0.4,0.09999999999999998,0.875,0.35,41.93253968253969
1077,Linda,34,F,Data Science,3.1,12.0,4.0,1.0,1,7,6,61.24,B,0.4444444444444444,0.14285714285714285,0.7,0.4,0.875,0.6,48.49603174603175
1078,Linda,25,F,Networking,2.41,17.0,8.0,5.0,7,1,5,98.83,C,0.8888888888888888,0.7142857142857143,0.1,0.5,0.125,0.85,53.81349206349208
1079,Michael,20,M,Cybersecurity,2.99,17.0,4.0,0.0,3,7,3,90.94,B-,0.4444444444444444,0.0,0.7,0.7,0.625,0.85,51.63888888888888
1080,Susan,20,F,Applications,3.2,13.0,4.0,2.0,7,1,9,99.2,B+,0.4444444444444444,0.2857142857142857,0.1,0.09999999999999998,0.125,0.65,26.3531746031746
1081,Sarah,18,F,Data Science,2.96,14.0,3.0,1.0,4,2,5,79.12,B-,0.3333333333333333,0.14285714285714285,0.2,0.5,0.5,0.7,35.523809523809526
1082,Karen,22,F,Artificial Intelligence,2.19,5.0,4.0,6.0,3,4,5,81.29,D+,0.4444444444444444,0.8571428571428571,0.4,0.5,0.625,0.25,52.78174603174604
1083,Patricia,27,F,Cybersecurity,4.0,10.0,9.0,5.0,2,1,4,66.73,A,1.0,0.7142857142857143,0.1,0.6,0.75,0.5,60.785714285714285
1084,Emily,24,F,Networking,3.05,12.0,3.0,3.0,6,9,4,69.88,B,0.3333333333333333,0.42857142857142855,0.9,0.6,0.25,0.6,53.738095238095255
1086,James,24,M,Data Science,3.97,0.0,5.0,3.0,7,1,7,74.25,A,0.5555555555555556,0.42857142857142855,0.1,0.30000000000000004,0.125,0.0,28.932539682539687
1087,Michael,26,M,Networking,3.37,5.0,3.0,1.0,2,1,9,93.07,B+,0.3333333333333333,0.14285714285714285,0.1,0.09999999999999998,0.75,0.25,23.523809523809526
1088,James,25,M,Applications,2.28,8.0,8.0,3.0,5,6,3,80.975,C-,0.8888888888888888,0.42857142857142855,0.6,0.7,0.375,0.4,60.09920634920635
1089,Joseph,29,M,Cybersecurity,2.37,7.0,6.0,4.0,7,4,2,67.09,C-,0.6666666666666666,0.5714285714285714,0.4,0.8,0.125,0.35,53.51190476190477
1090,Mary,19,F,Data Science,2.87,10.0,6.0,4.0,0,4,3,80.3,B-,0.6666666666666666,0.5714285714285714,0.4,0.7,1.0,0.5,61.76190476190476
1091,David,18,M,Artificial Intelligence,3.18,21.0,3.0,4.0,6,6,1,80.975,B,0.3333333333333333,0.5714285714285714,0.6,0.9,0.25,1.05,61.0952380952381
1092,Sarah,33,F,Networking,3.37,12.0,5.0,6.0,0,7,6,80.975,B+,0.5555555555555556,0.8571428571428571,0.7,0.4,1.0,0.6,66.25396825396825
1093,James,22,M,Cybersecurity,3.57,23.0,9.0,6.0,3,9,7,93.23,A-,1.0,0.8571428571428571,0.9,0.30000000000000004,0.625,1.15,78.89285714285715
1094,Alice,20,F,Cybersecurity,3.32,8.0,8.0,0.0,6,10,2,81.79,B+,0.8888888888888888,0.0,1.0,0.8,0.25,0.4,60.277777777777786
1095,Brian,29,M,Applications,3.81,16.0,7.0,6.0,7,5,8,66.61,A,0.7777777777777778,0.8571428571428571,0.5,0.19999999999999996,0.125,0.8,55.94841269841271
1096,James,25,M,Applications,3.08,11.0,7.0,1.0,4,9,6,83.32,B,0.7777777777777778,0.14285714285714285,0.9,0.4,0.5,0.55,54.912698412698425
1098,Elizabeth,18,F,Artificial Intelligence,3.0,12.0,4.0,5.0,4,10,5,66.02,B,0.4444444444444444,0.7142857142857143,1.0,0.5,0.5,0.6,64.17460317460318
1099,John,20,M,Data Science,2.96,12.0,8.0,0.0,7,2,8,92.67,B-,0.8888888888888888,0.0,0.2,0.19999999999999996,0.125,0.6,33.02777777777778
1100,Emily,22,,Data Science,1.45,15.0,6.0,6.0,3,3,3,68.29,F,0.6666666666666666,0.8571428571428571,0.3,0.7,0.625,0.75,64.22619047619047
1101,Michael,32,M,Artificial Intelligence,2.66,21.0,6.0,3.0,0,1,3,91.3,C+,0.6666666666666666,0.42857142857142855,0.1,0.7,1.0,1.05,58.404761904761905
1102,David,31,M,Artificial Intelligence,3.19,21.0,4.0,0.0,6,6,4,89.38,B,0.4444444444444444,0.0,0.6,0.6,0.25,1.05,45.88888888888889
1103,Robert,20,,Networking,2.75,19.0,6.0,3.0,4,6,1,72.02,C+,0.6666666666666666,0.42857142857142855,0.6,0.9,0.5,0.95,66.40476190476191
1104,Alice,18,F,Applications,2.61,0.0,9.0,3.0,7,1,9,73.03,C+,1.0,0.42857142857142855,0.1,0.09999999999999998,0.125,0.0,33.82142857142858
1105,Joseph,22,M,Data Science,3.55,9.0,3.0,2.0,4,3,8,91.7,A-,0.3333333333333333,0.2857142857142857,0.3,0.19999999999999996,0.5,0.45,31.880952380952376
1106,Alice,31,F,Applications,2.45,7.0,3.0,5.0,7,5,8,78.46,C,0.3333333333333333,0.7142857142857143,0.5,0.19999999999999996,0.125,0.35,39.70238095238095
1107,Sarah,24,F,Applications,3.43,17.0,3.0,4.0,0,3,10,89.23,A-,0.3333333333333333,0.5714285714285714,0.3,0.0,1.0,0.85,42.595238095238095
1108,Susan,26,F,Artificial Intelligence,2.2,0.0,3.0,6.0,6,10,6,65.92,C-,0.3333333333333333,0.8571428571428571,1.0,0.4,0.25,0.0,54.30952380952382
1109,James,32,M,Networking,4.0,1.0,7.0,3.0,2,3,7,94.1,A,0.7777777777777778,0.42857142857142855,0.3,0.30000000000000004,0.75,0.05,44.12698412698413
1110,Michael,32,M,Cybersecurity,2.87,0.0,3.0,2.0,0,10,6,88.44,B-,0.3333333333333333,0.2857142857142857,1.0,0.4,1.0,0.0,50.38095238095238
1111,Susan,27,F,Networking,2.81,0.0,7.0,3.0,4,3,9,96.28,B-,0.7777777777777778,0.42857142857142855,0.3,0.09999999999999998,0.5,0.0,37.12698412698413
1113,Sarah,24,F,Applications,2.75,12.0,9.0,3.0,7,5,3,83.72,C+,1.0,0.42857142857142855,0.5,0.7,0.125,0.6,59.821428571428555
1114,Brian,34,M,Networking,3.87,0.0,3.0,3.0,2,4,3,83.96,A,0.3333333333333333,0.42857142857142855,0.4,0.7,0.75,0.0,44.73809523809524
1116,Linda,22,F,Applications,2.93,19.0,6.0,0.0,0,5,3,78.34,B-,0.6666666666666666,0.0,0.5,0.7,1.0,0.95,56.83333333333332
1117,Daniel,24,M,Data Science,2.86,12.0,4.0,5.0,4,10,9,61.52,B-,0.4444444444444444,0.7142857142857143,1.0,0.09999999999999998,0.5,0.6,56.17460317460319
1118,Michael,30,M,Cybersecurity,3.72,6.0,7.0,4.0,3,5,4,89.83,A,0.7777777777777778,0.5714285714285714,0.5,0.6,0.625,0.3,58.23412698412699
1119,Susan,32,F,Applications,3.14,1.0,6.0,3.0,4,4,7,81.97,B,0.6666666666666666,0.42857142857142855,0.4,0.30000000000000004,0.5,0.05,41.404761904761905
1120,Susan,28,F,Cybersecurity,3.26,5.0,8.0,5.0,7,6,9,62.31,B+,0.8888888888888888,0.7142857142857143,0.6,0.09999999999999998,0.125,0.25,49.81349206349207
1121,James,21,M,Applications,3.32,6.0,6.0,3.0,1,10,7,80.975,B+,0.6666666666666666,0.42857142857142855,1.0,0.30000000000000004,0.875,0.3,59.65476190476191
1122,Daniel,30,M,Artificial Intelligence,3.08,13.0,8.0,1.0,6,4,9,78.67,B,0.8888888888888888,0.14285714285714285,0.4,0.09999999999999998,0.25,0.65,39.63492063492064
1123,Brian,24,M,Networking,3.31,17.0,5.0,6.0,5,7,3,61.38,B+,0.5555555555555556,0.8571428571428571,0.7,0.7,0.375,0.85,68.50396825396825
1124,Brian,19,M,Artificial Intelligence,2.93,14.0,8.0,0.0,3,7,4,98.78,B-,0.8888888888888888,0.0,0.7,0.6,0.625,0.7,57.02777777777778
1125,William,27,,Cybersecurity,2.97,12.0,4.0,4.0,2,2,8,97.96,B-,0.4444444444444444,0.5714285714285714,0.2,0.19999999999999996,0.75,0.6,41.817460317460316
1126,Linda,30,F,Networking,2.33,9.0,4.0,3.0,3,3,6,80.52,C-,0.4444444444444444,0.42857142857142855,0.3,0.4,0.625,0.45,42.21031746031746
1127,David,23,M,Applications,3.18,22.0,7.0,5.0,6,1,5,63.75,B,0.7777777777777778,0.7142857142857143,0.1,0.5,0.25,1.1,55.34126984126985
1128,Daniel,29,,Networking,1.97,11.0,6.0,3.0,2,8,4,90.18,D,0.6666666666666666,0.42857142857142855,0.8,0.6,0.75,0.55,62.90476190476192
1129,Susan,29,F,Data Science,3.17,16.0,9.0,1.0,6,9,8,79.68,B,1.0,0.14285714285714285,0.9,0.19999999999999996,0.25,0.8,55.35714285714286
1130,Linda,28,F,Networking,2.83,12.0,5.0,4.0,2,4,1,72.1,B-,0.5555555555555556,0.5714285714285714,0.4,0.9,0.75,0.6,62.03968253968255
1132,Brian,18,M,Networking,2.37,2.0,5.0,3.0,2,9,1,80.9,C-,0.5555555555555556,0.42857142857142855,0.9,0.9,0.75,0.1,64.18253968253968
1133,Charles,18,M,Data Science,1.73,12.0,3.0,0.0,2,6,8,82.51,D-,0.3333333333333333,0.0,0.6,0.19999999999999996,0.75,0.6,36.166666666666664
1134,Karen,30,F,Cybersecurity,2.79,8.0,8.0,6.0,1,9,4,77.65,C+,0.8888888888888888,0.8571428571428571,0.9,0.6,0.875,0.4,77.67063492063492
1135,Linda,26,F,Artificial Intelligence,2.37,5.0,8.0,1.0,4,4,9,84.23,C-,0.8888888888888888,0.14285714285714285,0.4,0.09999999999999998,0.5,0.25,38.13492063492064
1136,William,20,M,Applications,1.93,8.0,9.0,4.0,4,8,5,80.975,D,1.0,0.5714285714285714,0.8,0.5,0.5,0.4,66.42857142857143
1137,William,24,,Networking,3.46,6.0,3.0,1.0,5,9,3,74.49,A-,0.3333333333333333,0.14285714285714285,0.9,0.7,0.375,0.3,48.27380952380953
1138,Linda,23,F,Artificial Intelligence,3.96,8.0,7.0,0.0,5,4,9,89.03,A,0.7777777777777778,0.0,0.4,0.09999999999999998,0.375,0.4,33.305555555555564
1139,John,25,M,Applications,2.52,17.0,9.0,4.0,7,5,9,95.78,C,1.0,0.5714285714285714,0.5,0.09999999999999998,0.125,0.85,53.17857142857143
1140,Mary,26,,Applications,2.95,11.0,3.0,1.0,7,8,4,78.24,B-,0.3333333333333333,0.14285714285714285,0.8,0.6,0.125,0.55,44.273809523809526
1141,Daniel,22,,Data Science,2.82,7.0,6.0,3.0,7,10,4,77.74,B-,0.6666666666666666,0.42857142857142855,1.0,0.6,0.125,0.35,58.6547619047619
1142,Charles,18,,Cybersecurity,2.6,12.0,4.0,3.0,1,6,8,84.08,C+,0.4444444444444444,0.42857142857142855,0.6,0.19999999999999996,0.875,0.6,48.21031746031746
1143,Joseph,27,M,Cybersecurity,3.4,12.0,9.0,0.0,5,7,2,83.66,A-,1.0,0.0,0.7,0.8,0.375,0.6,59.74999999999999
1144,Jennifer,29,F,Artificial Intelligence,3.61,19.0,9.0,0.0,6,3,9,92.26,A,1.0,0.0,0.3,0.09999999999999998,0.25,0.95,40.0
1146,Susan,26,F,Networking,3.03,6.0,6.0,2.0,7,8,9,99.84,B,0.6666666666666666,0.2857142857142857,0.8,0.09999999999999998,0.125,0.3,41.29761904761905
1147,William,34,,Cybersecurity,3.77,10.0,6.0,3.0,3,10,8,62.38,A,0.6666666666666666,0.42857142857142855,1.0,0.19999999999999996,0.625,0.5,57.154761904761905
1149,Mary,29,F,Cybersecurity,3.5,15.0,6.0,6.0,6,10,1,85.61,A-,0.6666666666666666,0.8571428571428571,1.0,0.9,0.25,0.75,78.47619047619048
1150,Linda,24,F,Networking,3.82,3.0,3.0,1.0,7,9,3,71.94,A,0.3333333333333333,0.14285714285714285,0.9,0.7,0.125,0.15,44.27380952380953
1152,Michael,20,M,Artificial Intelligence,3.62,21.0,3.0,1.0,7,9,5,72.48,A,0.3333333333333333,0.14285714285714285,0.9,0.5,0.125,1.05,49.27380952380953
1153,Brian,34,M,Data Science,3.09,2.0,5.0,6.0,0,4,5,70.24,B,0.5555555555555556,0.8571428571428571,0.4,0.5,1.0,0.1,57.25396825396826
1155,Susan,34,F,Data Science,3.06,9.0,8.0,2.0,1,4,4,98.86,B,0.8888888888888888,0.2857142857142857,0.4,0.6,0.875,0.45,56.7420634920635
1156,Charles,34,M,Applications,2.68,13.0,4.0,5.0,6,2,5,68.83,C+,0.4444444444444444,0.7142857142857143,0.2,0.5,0.25,0.65,46.17460317460317
1157,Susan,34,F,Applications,1.83,10.0,5.0,2.0,1,10,3,89.36,D,0.5555555555555556,0.2857142857142857,1.0,0.7,0.875,0.5,64.57539682539684
1158,John,19,M,Data Science,2.83,17.0,5.0,6.0,2,9,1,90.5,B-,0.5555555555555556,0.8571428571428571,0.9,0.9,0.75,0.85,80.25396825396827
1159,Susan,19,F,Artificial Intelligence,3.21,21.0,8.0,5.0,0,5,5,97.17,B+,0.8888888888888888,0.7142857142857143,0.5,0.5,1.0,1.05,72.56349206349206
1160,Jennifer,22,F,Networking,2.65,11.0,8.0,3.0,3,4,9,61.22,C+,0.8888888888888888,0.42857142857142855,0.4,0.09999999999999998,0.625,0.55,48.099206349206355
1161,Susan,18,F,Networking,2.88,22.0,4.0,4.0,5,2,9,94.88,B-,0.4444444444444444,0.5714285714285714,0.2,0.09999999999999998,0.375,1.1,41.067460317460316
1162,Joseph,18,M,Cybersecurity,2.91,11.0,4.0,3.0,3,1,4,81.09,B-,0.4444444444444444,0.42857142857142855,0.1,0.6,0.625,0.55,43.21031746031746
1163,John,19,,Artificial Intelligence,3.81,12.0,8.0,1.0,5,7,3,85.3,A,0.8888888888888888,0.14285714285714285,0.7,0.7,0.375,0.6,58.384920634920626
1164,Emily,29,F,Applications,2.78,24.0,3.0,3.0,0,6,1,85.78,C+,0.3333333333333333,0.42857142857142855,0.6,0.9,1.0,1.2,67.23809523809524
1165,Brian,23,M,Data Science,3.81,12.0,5.0,6.0,0,2,2,92.79,A,0.5555555555555556,0.8571428571428571,0.2,0.8,1.0,0.6,64.25396825396825
1166,Alice,21,F,Cybersecurity,1.37,18.0,7.0,0.0,0,8,8,73.34,F,0.7777777777777778,0.0,0.8,0.19999999999999996,1.0,0.9,54.55555555555556
1167,Mary,28,F,Networking,3.81,18.0,4.0,1.0,1,4,1,89.32,A,0.4444444444444444,0.14285714285714285,0.4,0.9,0.875,0.9,55.49603174603175
1168,William,34,M,Applications,3.78,22.0,4.0,5.0,6,8,8,80.975,A,0.4444444444444444,0.7142857142857143,0.8,0.19999999999999996,0.25,1.1,56.67460317460318
1169,Jennifer,23,F,Applications,3.54,13.0,8.0,1.0,5,7,7,91.74,A-,0.8888888888888888,0.14285714285714285,0.7,0.30000000000000004,0.375,0.65,50.884920634920626
1170,Michael,22,M,Data Science,1.79,3.0,6.0,4.0,6,5,8,99.62,D-,0.6666666666666666,0.5714285714285714,0.5,0.19999999999999996,0.25,0.15,42.76190476190476
1171,Charles,19,M,Networking,3.61,12.0,7.0,2.0,1,10,6,68.03,A,0.7777777777777778,0.2857142857142857,1.0,0.4,0.875,0.6,64.01984126984127
